OTU,F4_GI_1,F4_GI_2,F4_GI_3,F4_GI_4,F4_HG_1,F4_HG_2,F4_HG_3,F5_GI_1,F5_GI_2,F5_GI_3,F5_GI_4,F5_HG_1,F5_HG_2,F5_HG_3,F6_GI_1,F6_GI_3,F6_GI_4,F6_HG_1,F6_HG_2,F6_HG_3,F7_GI_2,F7_GI_3,F7_GI_4,F7_HG_1,F7_HG_2,F7_HG_3,F8_GI_1,F8_GI_2,F8_GI_3,F8_GI_4,F8_HG_1,F8_HG_2,F8_HG_3,Species,Gut_SubSection,Gut_SubSection.padjust,Species.padjust,Kingdom,Phylum,Class,Order,Family,Genus,Family_OTU
Otu00100,-0.050691147,1.730446142,2.634870877,1.380264978,-0.017940391,0.012291076,-0.496605292,-0.378198711,0.211314904,2.113378063,-0.065806881,-0.50164387,-0.494086003,-0.546991071,-0.594857561,-0.594857561,-0.594857561,-0.594857561,-0.594857561,-0.594857561,-0.594857561,-0.539433204,-0.426065201,-0.582261117,-0.594857561,-0.594857561,-0.594857561,-0.594857561,1.78335121,2.387980559,-0.541952493,-0.494086003,-0.57470325,0.165545742,0.005434421,0.01782284,0.38059021,Bacteria,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,Brevinemataceae Otu00100
Otu00104,-0.787639442,-0.787639442,-0.787639442,-0.787639442,2.12698049,1.472797259,2.477435792,-0.548161652,-0.787639442,-0.448865983,0.000884988,0.841977714,0.806932184,0.906227853,-0.682502852,-0.787639442,-0.787639442,-0.787639442,-0.787639442,-0.787639442,-0.729230225,-0.787639442,-0.740912069,0.777727575,0.357181212,0.275408308,-0.787639442,-0.787639442,-0.787639442,0.106021579,1.402706198,1.20411486,1.420228963,0.051505454,5.30E-05,0.000390416,0.212986203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00104
Otu00105,-0.717161896,-0.717161896,-0.717161896,-0.717161896,1.316664419,0.755821405,2.111705615,-0.717161896,-0.717161896,-0.316559743,-0.026893571,1.107118678,1.131771118,0.866757386,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.717161896,-0.254928643,-0.131666442,-0.119340222,-0.717161896,-0.717161896,-0.717161896,0.379871692,1.976117194,1.963790974,2.148684276,0.036637632,2.39E-05,0.000214436,0.21164498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00105
Otu00107,1.342642824,2.924076175,0.719818045,0.681906971,-0.466256969,-0.21171119,-0.661228204,-0.341692013,2.593708249,0.568173751,0.790224324,0.124072604,0.281132766,0.145736075,-0.883278777,-0.883278777,-0.883278777,-0.737050351,-0.883278777,-0.883278777,-0.650396469,-0.883278777,-0.812872498,-0.883278777,-0.883278777,-0.883278777,0.898541677,1.445544309,0.384034251,-0.043819293,-0.406682425,-0.255038131,-0.363355484,0.005399487,0.00057464,0.002800356,0.21164498,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Vibrionaceae Otu00107
Otu00108,-0.498264655,-0.498264655,-0.498264655,-0.498264655,-0.229411238,-0.191003606,0.047977209,-0.365971704,-0.498264655,-0.464124539,-0.383041762,-0.033105568,-0.00750048,0.14186253,-0.498264655,-0.498264655,-0.498264655,-0.498264655,-0.498264655,-0.498264655,-0.498264655,-0.489729626,-0.297691471,1.8616709,3.662562047,3.077912551,-0.498264655,-0.498264655,-0.498264655,-0.263551354,0.363773287,0.176002646,0.867340006,0.032920833,0.000207715,0.001239125,0.21164498,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansiaceae Otu00108
Otu00111,-0.66430139,-0.66430139,-0.66430139,-0.66430139,-0.41188349,-0.472244293,-0.225313738,-0.455782256,-0.66430139,-0.433832873,0.120389038,1.909263721,1.783054771,3.03416958,-0.247263121,-0.66430139,-0.219826393,0.268547371,-0.055206023,-0.038743986,-0.625889971,-0.66430139,-0.647839353,1.135547984,1.953162486,1.958649832,-0.66430139,-0.66430139,-0.66430139,-0.620402625,-0.378959416,-0.340547997,-0.346035343,0.859753966,9.63E-06,0.00013606,0.878803168,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,Christensenellaceae Otu00111
Otu00113,-0.695034346,-0.695034346,-0.695034346,-0.695034346,0.113118006,-0.031194914,0.103497145,-0.695034346,-0.695034346,-0.492996258,0.161222313,0.930891219,0.623023657,1.036720694,-0.695034346,-0.695034346,-0.695034346,-0.695034346,-0.695034346,-0.695034346,-0.695034346,-0.695034346,-0.531479703,2.566437646,2.431745587,2.393262142,-0.695034346,-0.695034346,-0.695034346,-0.137024389,1.315725673,0.757715715,0.57491935,0.102568478,1.37E-05,0.000161251,0.295386954,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified Otu00113
Otu00118,-0.317929921,0.414479478,-0.11396781,0.309408088,-0.361194611,-0.296297575,-0.407549636,-0.413730306,-0.076883789,-0.073793454,-0.29320724,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,-0.497169351,3.915829051,2.429377908,-0.361194611,-0.401368966,-0.497169351,-0.497169351,-0.497169351,1.357031658,2.027634356,-0.351923606,-0.18195518,-0.339562266,0.154914013,0.018394057,0.045622535,0.364736375,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Ruminococcaceae Otu00118
Otu00122,-0.448492726,0.120211275,0.134167202,0.032986735,-0.396158002,-0.417091891,-0.518272358,-0.246131793,-0.050748823,2.140331622,0.294660355,-0.518272358,-0.518272358,-0.518272358,-0.518272358,-0.32637837,-0.504316431,-0.518272358,-0.518272358,-0.518272358,-0.486871523,4.450037442,0.978500749,-0.158907253,-0.204264014,-0.424069855,-0.518272358,-0.518272358,1.149460847,0.765672871,-0.406624947,-0.340334296,-0.472915597,0.067901624,4.86E-05,0.000369753,0.229209383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Ruminococcaceae Otu00122
Otu00124,-0.633542165,-0.633542165,-0.633542165,-0.633542165,0.041368491,-0.05833422,0.217765594,-0.633542165,-0.633542165,-0.556847773,-0.388120109,-0.15803693,-0.16570637,0.003021294,-0.633542165,-0.633542165,-0.633542165,-0.595194969,-0.564517212,-0.633542165,-0.633542165,-0.633542165,-0.342103473,1.905042234,2.334530833,2.380547469,-0.633542165,-0.633542165,-0.633542165,0.179418398,1.406528681,1.483223074,2.380547469,0.204741497,1.64E-05,0.000166217,0.430785776,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Rikenellaceae Otu00124
Otu00130,-0.848240937,-0.848240937,-0.848240937,-0.848240937,0.617346406,0.302743887,0.625019638,-0.848240937,-0.848240937,-0.349480847,0.195318637,1.998528196,1.637886284,2.612386769,-0.311114686,-0.848240937,-0.548984883,-0.656410133,-0.595024276,-0.050224792,-0.848240937,-0.848240937,-0.78685508,0.341110048,0.970315086,1.44605548,-0.848240937,-0.825221241,-0.848240937,-0.548984883,1.323283765,1.016354479,0.91660246,0.611236124,7.42E-07,4.28E-05,0.792708831,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Lachnospiraceae Otu00130
Otu00131,-0.438438373,0.112444324,1.08948156,1.46886304,1.853441526,1.655955276,-0.220164097,-0.547575511,-0.272134162,-0.282528176,-0.3812713,-0.417650346,-0.490408438,-0.485211432,-0.547575511,-0.547575511,-0.547575511,-0.547575511,-0.547575511,-0.547575511,-0.547575511,0.569780903,4.067366327,-0.027874853,-0.261740149,-0.459226399,-0.547575511,-0.547575511,-0.417650346,0.372294653,-0.547575511,-0.464423406,-0.547575511,0.544854903,0.019123004,0.046925954,0.764756443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00131
Otu00132,-0.425082789,-0.425082789,-0.425082789,-0.425082789,0.219714923,-0.028284197,0.012297477,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.425082789,-0.343919441,3.538394053,2.843996518,2.605015548,-0.425082789,-0.425082789,-0.425082789,-0.366464815,0.409096069,0.395568844,0.066406376,0.118764798,0.007751359,0.023423322,0.313684124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,Paludibacteraceae Otu00132
Otu00133,0.009394282,2.241475645,1.780333836,0.982054737,-0.529250353,-0.529250353,-0.529250353,-0.037107413,1.664079598,2.84212254,-0.060358261,-0.49049894,-0.513749788,-0.482748658,-0.502124364,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,-0.529250353,2.369355307,0.253528181,-0.529250353,-0.529250353,-0.529250353,0.164198695,0.011650553,0.031616403,0.378751657,Eukaryota,Parabasalia,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified Otu00133
Otu00134,-0.533882554,-0.533882554,-0.533882554,-0.533882554,0.644926245,0.111528599,0.186204269,-0.437870977,-0.533882554,-0.533882554,-0.352527354,-0.091162507,0.047520881,0.031518952,-0.533882554,-0.533882554,-0.533882554,-0.533882554,-0.533882554,-0.533882554,-0.533882554,-0.533882554,-0.517880624,0.394229352,0.223542105,0.271547893,-0.533882554,-0.533882554,-0.533882554,0.095526669,3.46126582,3.306580502,1.701053586,0.330061169,0.000133981,0.000866493,0.576773557,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Clostridiales_vadinBB60_group Otu00134
Otu00135,-0.755231391,-0.755231391,-0.755231391,-0.755231391,0.33513393,0.08455308,0.815978264,-0.755231391,-0.755231391,-0.660417016,-0.348884067,0.33513393,0.416403395,0.138732723,-0.206662503,-0.755231391,3.111840649,0.436720761,-0.450470898,-0.193117592,-0.755231391,-0.755231391,-0.755231391,1.872481309,2.353325643,1.676080102,-0.755231391,-0.755231391,-0.755231391,-0.755231391,0.071008169,0.24709201,0.538307592,0.360654698,0.000416503,0.002167473,0.602833457,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00135
Otu00137,-0.566039016,-0.566039016,-0.566039016,-0.566039016,0.63280511,0.946016638,3.376106081,-0.566039016,-0.566039016,-0.425633848,-0.177224705,0.438397954,0.578803122,0.778610476,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.566039016,-0.355431264,-0.263627885,-0.296029078,-0.566039016,-0.566039016,-0.566039016,-0.188025102,1.140423793,0.870413855,3.133097136,0.045024425,4.93E-05,0.000371086,0.21164498,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Ruminococcaceae Otu00137
Otu00139,-0.290510589,0.141885971,-0.154614527,1.995014083,-0.253448027,-0.241093839,-0.446996963,-0.446996963,-0.12578809,0.446622594,0.430150344,-0.335809276,-0.368753776,-0.446996963,-0.446996963,-0.446996963,-0.446996963,-0.446996963,-0.446996963,-0.446996963,-0.446996963,3.905795071,2.863925265,-0.360517651,-0.446996963,-0.446996963,-0.446996963,-0.446996963,-0.286392527,0.232483345,-0.446996963,-0.446996963,-0.446996963,0.264279852,0.003516133,0.012165822,0.507524916,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Lachnospiraceae Otu00139
Otu00140,0.053288542,0.955094637,0.897121388,3.750693532,0.549281894,0.407569508,-0.462029227,-0.635948974,0.633021032,1.824693372,1.412439157,-0.455587755,-0.520002476,-0.558651308,-0.635948974,-0.584417197,-0.635948974,-0.635948974,-0.635948974,-0.635948974,-0.635948974,0.143469152,0.401128036,-0.635948974,-0.635948974,-0.635948974,-0.635948974,-0.635948974,-0.41049745,1.502619766,-0.635948974,-0.635948974,-0.635948974,0.472910311,0.000139215,0.000892009,0.709857274,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Lachnospiraceae Otu00140
Otu00141,-0.496273048,-0.496273048,-0.496273048,-0.496273048,0.526128294,0.168287824,1.669358886,-0.496273048,-0.496273048,-0.496273048,-0.463742096,-0.394032914,-0.389385635,-0.426563866,-0.496273048,-0.496273048,-0.496273048,-0.496273048,-0.496273048,-0.496273048,-0.496273048,-0.496273048,-0.394032914,2.310683364,3.128604438,2.859062266,-0.496273048,-0.496273048,-0.496273048,-0.366149241,0.168287824,0.330942583,0.205466055,0.08640166,0.000759473,0.003527216,0.268741914,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Bacteroidales_unclassified Otu00141
Otu00147,-0.513635016,-0.513635016,-0.513635016,-0.513635016,-0.26996113,-0.26996113,0.090676222,-0.513635016,-0.513635016,-0.513635016,-0.513635016,-0.338189818,-0.396671551,-0.513635016,0.490301396,-0.513635016,0.227133598,2.293488155,3.453375855,3.053750681,-0.513635016,-0.513635016,-0.513635016,0.119917088,0.422072708,0.149157955,-0.513635016,-0.513635016,-0.513635016,-0.513635016,-0.260214174,-0.05552811,0.022447534,0.012573513,1.80E-05,0.000175142,0.21164498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00147
Otu00148,-0.873549385,-0.873549385,-0.873549385,-0.873549385,0.857039836,0.248128814,0.200056891,-0.873549385,-0.873549385,-0.681261694,-0.200542466,0.87306381,1.241615218,1.85052624,-0.376806183,-0.873549385,-0.232590414,0.248128814,-0.601141822,0.408368556,-0.809453488,-0.873549385,-0.873549385,0.488488427,0.841015861,0.841015861,-0.873549385,-0.825477462,-0.85752541,-0.456926054,2.667748927,2.187029699,0.824991887,0.829744294,3.00E-07,2.59E-05,0.876836309,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_unclassified,Victivallales_unclassified,Victivallales_unclassified Otu00148
Otu00151,-0.699187123,-0.699187123,-0.699187123,-0.699187123,0.450820811,0.414312623,-0.005531544,-0.699187123,-0.699187123,-0.626170746,-0.498392087,-0.133310203,-0.005531544,-0.169818391,0.195263492,-0.699187123,-0.699187123,-0.334105239,-0.443629804,0.688124036,-0.699187123,-0.699187123,-0.626170746,2.988139905,2.367500702,2.130197477,-0.571408464,-0.699187123,-0.699187123,-0.461883899,1.600828746,1.290509144,0.14050121,0.200871031,6.93E-06,0.000119902,0.425678966,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified Otu00151
Otu00156,-0.556825457,-0.556825457,-0.556825457,-0.556825457,0.005148457,0.0574251,0.201185869,-0.556825457,-0.556825457,-0.432668429,-0.151681472,1.024543,1.423152404,1.174838349,-0.556825457,-0.556825457,-0.556825457,-0.556825457,-0.556825457,-0.556825457,-0.537221716,-0.556825457,-0.511083394,2.821552609,2.782345127,2.364131981,-0.556825457,-0.556825457,-0.556825457,-0.471875912,-0.171285213,-0.256234759,-0.413064688,0.182321469,0.000184158,0.001117873,0.401804002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,uncultured Otu00156
Otu00157,-0.434958796,-0.434958796,-0.434958796,-0.434958796,-0.434958796,-0.434958796,-0.434958796,-0.434958796,-0.429814122,-0.388656731,-0.2960526,0.033206532,0.172112728,0.01777251,-0.368078035,-0.434958796,-0.434958796,-0.347499339,-0.136567708,0.33159762,-0.434958796,-0.434958796,-0.434958796,-0.203448469,-0.254895209,-0.203448469,-0.434958796,-0.434958796,-0.434958796,0.105231967,3.423546655,3.49557209,2.008761323,0.87896797,0.008006314,0.023984283,0.888042758,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Clostridiales_vadinBB60_group Otu00157
Otu00158,-0.580084871,-0.580084871,-0.580084871,-0.580084871,0.930547686,1.00364281,1.01176449,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,-0.580084871,0.792479119,0.833087521,1.247293222,-0.580084871,-0.580084871,-0.580084871,0.094014604,2.701074016,2.319355037,2.408693522,0.590105761,0.001926908,0.00750853,0.786807681,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Ruminococcaceae Otu00158
Otu00159,-0.632771661,-0.632771661,-0.632771661,-0.632771661,2.855864384,1.920766063,3.395344185,-0.258732333,-0.632771661,-0.539261829,-0.373821357,-0.035747348,0.216009892,-0.129257181,-0.431365869,-0.632771661,0.741103565,-0.208380885,-0.546454893,-0.589613277,-0.632771661,-0.632771661,-0.632771661,-0.071712668,-0.143643309,-0.287504589,-0.632771661,-0.632771661,-0.632771661,-0.172415565,0.690752117,0.769875821,0.791455013,0.288286157,0.001987498,0.007683513,0.533406471,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00159
Otu00162,-0.385878224,-0.385878224,-0.041595722,-0.010297312,-0.198087768,-0.242799782,-0.385878224,-0.385878224,0.09701152,-0.099721339,-0.162318158,-0.381407023,-0.265155788,-0.385878224,-0.385878224,-0.385878224,-0.385878224,-0.385878224,-0.385878224,-0.385878224,-0.385878224,1.326591887,5.185238639,0.427880419,-0.113134943,-0.189145366,-0.385878224,-0.385878224,0.43235162,0.490477237,-0.283040594,-0.233857379,-0.33669501,0.049708723,0.010412884,0.029055304,0.212623179,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,DMI_fa Otu00162
Otu00163,-0.543783068,-0.543783068,-0.543783068,-0.543783068,0.252782018,-0.167627333,0.009387131,-0.543783068,-0.543783068,-0.543783068,-0.3557052,-0.200817545,-0.090183505,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,-0.543783068,3.505422784,2.144624096,2.199941116,-0.543783068,-0.543783068,-0.543783068,0.086830958,1.082537315,1.126790931,1.281678587,0.190921457,0.00115114,0.00510634,0.411581459,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00163
Otu00165,-0.473982287,-0.267409735,0.468504985,0.533058908,0.901016267,0.926837836,-0.39651758,-0.577268564,-0.570813172,-0.564357779,-0.48043768,-0.48043768,-0.512714641,-0.467526895,-0.577268564,-0.577268564,-0.577268564,-0.577268564,-0.577268564,-0.577268564,-0.577268564,2.75371385,2.689159928,-0.390062188,-0.512714641,-0.577268564,-0.577268564,-0.577268564,1.772494225,2.32765796,-0.293231304,-0.138301889,-0.473982287,0.375822382,0.013062717,0.034445895,0.617741303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00165
Otu00166,-0.350605537,-0.350605537,-0.272135421,-0.158789697,-0.080319581,0.011228889,-0.350605537,-0.350605537,-0.254697617,-0.215462559,-0.26777597,-0.350605537,-0.350605537,-0.350605537,-0.350605537,0.294593198,-0.350605537,-0.350605537,-0.350605537,-0.350605537,-0.350605537,0.852602915,5.151021518,-0.058522326,-0.215462559,-0.350605537,-0.350605537,-0.350605537,0.098417907,1.462926044,-0.193665304,-0.193665304,-0.350605537,0.162760807,0.013691328,0.03575245,0.378751657,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00166
Otu00174,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.237566525,-0.200760444,-0.035133078,-0.614828859,-0.614828859,-0.495209094,-0.191558923,0.4525475,0.378935337,0.811406793,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.614828859,-0.614828859,0.544562703,0.931026557,1.27148281,-0.550418216,-0.614828859,-0.614828859,-0.145551322,2.559695657,2.38486677,2.973764072,0.335157579,3.07E-05,0.000252639,0.57837667,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelotrichaceae Otu00174
Otu00175,-0.706974272,-0.706974272,-0.706974272,-0.706974272,0.867777835,0.364915818,0.52371435,-0.706974272,-0.706974272,-0.521709318,-0.270278309,0.311982974,0.695746093,0.219350497,-0.706974272,-0.706974272,-0.706974272,-0.706974272,-0.706974272,-0.706974272,-0.706974272,-0.706974272,-0.587875373,1.46327233,2.402830309,2.270498199,-0.706974272,-0.706974272,-0.706974272,-0.137946199,1.304473798,0.722212515,2.389597098,0.043775577,1.02E-05,0.000140625,0.21164498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00175
Otu00180,-0.901451544,-0.901451544,-0.901451544,-0.901451544,0.085308097,-0.045292443,1.304246478,-0.683783976,-0.901451544,-0.582205778,-0.030781272,0.970489541,1.579958731,2.029805038,-0.901451544,-0.901451544,0.331998008,0.143352782,-0.321004696,-0.291982354,-0.901451544,-0.901451544,-0.857918031,0.186886296,1.623492244,1.550936388,-0.72731749,-0.901451544,-0.901451544,-0.567694607,1.33326882,1.260712964,1.623492244,0.703913172,2.10E-08,3.64E-06,0.829860795,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Ruminococcaceae Otu00180
Otu00181,-0.558796665,-0.558796665,-0.558796665,-0.558796665,2.606327728,2.655475623,3.048658777,-0.558796665,-0.558796665,-0.558796665,-0.470330455,-0.362205088,-0.273738878,-0.391693824,-0.558796665,-0.558796665,0.335695011,-0.106636037,-0.558796665,-0.558796665,-0.558796665,-0.558796665,-0.499819192,1.259675424,0.512627431,0.591264062,-0.558796665,-0.558796665,-0.558796665,-0.558796665,-0.195102247,0.237399223,0.551945746,0.690741579,0.001832115,0.007244704,0.827500693,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00181
Otu00182,-0.577920414,-0.577920414,-0.577920414,-0.577920414,-0.39554389,-0.456336065,-0.386859294,-0.247905751,-0.543182029,-0.230536559,0.516338731,2.765649195,2.140358255,3.034871683,-0.473705257,-0.577920414,-0.577920414,-0.577920414,-0.577920414,-0.577920414,-0.517128239,-0.577920414,-0.577920414,-0.265274944,-0.17842898,-0.135005998,-0.577920414,-0.577920414,-0.577920414,-0.013421649,1.271898616,0.976622339,1.228475634,0.547183617,0.001185461,0.00522509,0.764951643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenellaceae Otu00182
Otu00183,-0.561035149,-0.578484875,-0.342913566,2.815486946,0.171853368,0.145678778,-0.604659465,-0.604659465,0.46849872,1.8993763,1.864476847,-0.430162199,-0.447611926,-0.526135696,-0.604659465,-0.604659465,-0.604659465,-0.604659465,-0.604659465,-0.604659465,-0.604659465,0.695345166,0.372525224,-0.212040617,-0.37781302,-0.604659465,-0.604659465,-0.604659465,0.320176044,3.085957708,-0.360363293,-0.203315754,-0.543585422,0.067680108,0.000408805,0.002159492,0.229209383,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,Ruminococcaceae Otu00183
Otu00185,-0.527210406,-0.527210406,-0.527210406,-0.527210406,0.68258036,0.720986416,0.39453494,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.527210406,-0.39278921,2.526071051,2.698898303,3.082958864,-0.527210406,-0.527210406,-0.527210406,-0.143149845,0.7785955,0.548159164,0.701783388,0.25083017,0.002815672,0.01014815,0.490323382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenellaceae Otu00185
Otu00187,-0.799272276,-0.799272276,-0.799272276,-0.799272276,1.428718669,0.760321385,1.308749926,-0.799272276,-0.799272276,-0.542196398,0.057647318,0.657491034,1.120227615,0.588937467,-0.799272276,-0.799272276,-0.799272276,-0.799272276,-0.799272276,-0.799272276,-0.799272276,-0.799272276,-0.799272276,1.514410628,1.223057966,1.000258872,-0.799272276,-0.799272276,-0.799272276,0.091924102,1.840040074,1.462995453,1.874316858,0.043622569,5.66E-06,0.00010995,0.21164498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00187
Otu00188,-0.430251666,-0.430251666,-0.362709611,0.20657343,0.230695593,0.264466621,-0.353060746,-0.430251666,-0.362709611,-0.150434579,-0.116663551,-0.299991988,-0.256572095,-0.295167555,-0.275869825,4.982761654,1.962666878,0.274115486,-0.410953936,-0.430251666,-0.430251666,-0.362709611,0.008771696,-0.353060746,-0.382007341,-0.406129504,-0.430251666,-0.430251666,-0.28551869,0.317535379,-0.169732309,-0.107014686,-0.28551869,0.136437349,0.020526871,0.049840684,0.340637602,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Rikenellaceae Otu00188
Otu00190,-0.660936796,-0.660936796,-0.660936796,-0.660936796,1.222308098,0.581203453,1.649711194,-0.660936796,-0.660936796,-0.380453514,0.14044401,0.995250203,1.489435033,0.995250203,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.660936796,2.290815839,2.103826984,2.210677758,-0.660936796,-0.660936796,-0.660936796,-0.660936796,-0.31367178,-0.086613885,-0.340384474,0.224721082,5.92E-05,0.000430861,0.456032224,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Clostridiales_vadinBB60_group Otu00190
Otu00192,-0.278952734,0.115724957,-0.151099398,0.243578293,-0.40680607,-0.40680607,-0.40680607,-0.40680607,-0.039922583,0.082371912,-0.16777592,-0.40680607,-0.334541141,-0.40680607,-0.40680607,0.410343514,-0.223364327,-0.40680607,-0.40680607,-0.40680607,-0.40680607,4.774033472,2.266996312,-0.195570123,-0.17333476,-0.24559969,-0.40680607,-0.40680607,-0.362335345,0.788344683,-0.40680607,-0.40680607,-0.40680607,0.08740271,0.001286918,0.005430168,0.268741914,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Ruminococcaceae Otu00192
Otu00194,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.069019594,0.003516922,0.453243322,-0.45346313,-0.45346313,-0.45346313,-0.127048807,0.199365516,0.271902032,0.105068045,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.14155611,3.797176718,2.389968304,2.694621672,-0.45346313,-0.45346313,-0.45346313,-0.45346313,-0.438955827,-0.286629143,-0.235853581,0.047920983,0.001442254,0.005976287,0.21164498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Rikenellaceae Otu00194
