"","OTU","Sample","Abundance","X","SampleCode","Sample_Type_Broad","RobCode","Fish_Number","Species","Gut_Section","Gut_SubSection","Culture_Media","Ranked_Gut_SubSection_Distance_from_Stomach","Kingdom","Phylum","Class","Order","Family"
"1561","Otu00593","F5_GI_4",8e-04,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"357","Otu00024","F5_GI_4",0.00078,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"1661","Otu00817","F7_HG_2",0.00078,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"571","Otu00062","F5_GI_1",0.00076,21,"F5_GI_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"677","Otu00088","F7_HG_1",0.00076,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"726","Otu00111","F5_GI_1",0.00076,21,"F5_GI_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"925","Otu00151","F5_HG_2",0.00076,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"956","Otu00151","F4_HG_3",0.00076,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"1312","Otu00352","F8_HG_3",0.00076,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"264","Otu00017","F4_HG_3",0.00074,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"598","Otu00074","F8_GI_4",0.00074,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"1482","Otu00461","F5_HG_1",0.00074,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"1428","Otu00417","F5_GI_3",0.00072,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1549","Otu00497","F4_GI_3",0.00072,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"1555","Otu00593","F8_GI_4",0.00072,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1485","Otu00461","F4_HG_2",0.00072,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"908","Otu00148","F6_HG_2",7e-04,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"127","Otu00007","F4_HG_1",7e-04,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"666","Otu00088","F4_GI_2",7e-04,13,"F4_GI_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"721","Otu00111","F4_HG_2",7e-04,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"140","Otu00012","F8_HG_3",0.00068,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"1434","Otu00417","F4_HG_3",0.00068,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1501","Otu00478","F8_GI_4",0.00068,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"1584","Otu00593","F7_HG_3",0.00068,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"675","Otu00088","F4_GI_3",0.00066,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"59","Otu00004","F7_HG_3",0.00064,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"424","Otu00027","F6_HG_3",0.00064,35,"F6_HG_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_3","Fish_Gut",8,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"683","Otu00088","F4_HG_1",0.00064,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"691","Otu00088","F4_HG_3",0.00064,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"1424","Otu00417","F8_GI_3",0.00064,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1460","Otu00461","F8_GI_4",0.00064,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"1477","Otu00461","F5_GI_4",0.00064,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"950","Otu00151","F5_HG_1",0.00062,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"1264","Otu00339","F6_GI_1",0.00062,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"1480","Otu00461","F4_HG_3",0.00062,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"1715","Otu01081","F5_HG_1",0.00062,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae"
"562","Otu00062","F6_GI_1",6e-04,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"1205","Otu00278","F5_GI_3",6e-04,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1261","Otu00339","F5_GI_4",6e-04,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"1478","Otu00461","F4_HG_1",6e-04,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"1090","Otu00230","F5_HG_2",6e-04,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"1148","Otu00238","F6_GI_3",6e-04,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"1420","Otu00417","F5_HG_3",6e-04,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1664","Otu00817","F7_HG_1",6e-04,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"117","Otu00007","F8_GI_2",0.00058,48,"F8_GI_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"931","Otu00151","F5_HG_3",0.00058,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"1295","Otu00352","F8_GI_3",0.00058,49,"F8_GI_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"1558","Otu00593","F5_HG_3",0.00058,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1570","Otu00593","F4_GI_1",0.00058,12,"F4_GI_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"292","Otu00019","F7_GI_2",0.00056,39,"F7_GI_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"1335","Otu00387","F8_HG_1",0.00056,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"52","Otu00004","F4_HG_3",0.00056,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"150","Otu00012","F5_GI_4",0.00056,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"409","Otu00027","F4_GI_2",0.00056,13,"F4_GI_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"1421","Otu00417","F5_GI_4",0.00056,24,"F5_GI_4","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1553","Otu00593","F5_HG_2",0.00056,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1583","Otu00593","F7_HG_2",0.00056,43,"F7_HG_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1619","Otu00807","F5_HG_3",0.00056,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"1626","Otu00807","F6_GI_4",0.00056,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"1728","Otu01682","F6_GI_1",0.00056,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadales_fa"
"1066","Otu00224","F4_GI_3",0.00054,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"1349","Otu00387","F8_HG_3",0.00054,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"1574","Otu00593","F7_HG_1",0.00054,42,"F7_HG_1","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1575","Otu00593","F4_HG_2",0.00054,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1652","Otu00817","F8_HG_2",0.00054,52,"F8_HG_2","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"404","Otu00027","F6_HG_2",0.00052,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"1458","Otu00461","F5_HG_2",0.00052,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"62","Otu00004","F4_GI_3",0.00052,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"349","Otu00024","F5_GI_3",0.00052,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"899","Otu00148","F8_GI_4",0.00052,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"1443","Otu00417","F5_HG_1",0.00052,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1445","Otu00417","F5_GI_2",0.00052,22,"F5_GI_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"1665","Otu00817","F6_GI_1",0.00052,30,"F6_GI_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_1","Fish_Gut",2,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"1325","Otu00387","F5_HG_1",5e-04,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"1392","Otu00396","F5_GI_1",5e-04,21,"F5_GI_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"1675","Otu00817","F7_HG_3",5e-04,44,"F7_HG_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"1704","Otu01081","F8_HG_3",5e-04,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae"
"600","Otu00074","F5_HG_3",0.00048,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"686","Otu00088","F4_HG_2",0.00048,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"1293","Otu00352","F6_GI_4",0.00048,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Mollicutes_RF39_fa"
"1405","Otu00396","F5_GI_2",0.00048,22,"F5_GI_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"1688","Otu01081","F8_HG_1",0.00048,51,"F8_HG_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae"
"1563","Otu00593","F4_HG_1",0.00046,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1586","Otu00600","F6_HG_2",0.00046,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"1640","Otu00807","F5_HG_1",0.00046,25,"F5_HG_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"217","Otu00016","F7_GI_3",0.00044,40,"F7_GI_3","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"245","Otu00017","F6_GI_3",0.00044,31,"F6_GI_3","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"499","Otu00047","F8_GI_1",0.00044,47,"F8_GI_1","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"1326","Otu00387","F5_HG_3",0.00044,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"1580","Otu00593","F4_GI_3",0.00044,14,"F4_GI_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"1618","Otu00807","F5_HG_2",0.00044,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"758","Otu00113","F5_GI_3",0.00042,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"1071","Otu00224","F4_HG_2",0.00042,17,"F4_HG_2","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"1209","Otu00278","F8_GI_4",0.00042,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1382","Otu00395","F6_HG_2",0.00042,34,"F6_HG_2","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_2","Fish_Gut",7,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"49","Otu00004","F5_GI_2",4e-04,22,"F5_GI_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"634","Otu00087","F7_GI_4",4e-04,41,"F7_GI_4","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"944","Otu00151","F6_HG_1",4e-04,33,"F6_HG_1","Fish_Gut",NA,"F6","Kyphosus cinerascens","HG","HG_1","Fish_Gut",6,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"988","Otu00156","F5_GI_3",4e-04,23,"F5_GI_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_3","Fish_Gut",4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"1062","Otu00224","F5_HG_3",4e-04,27,"F5_HG_3","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"1172","Otu00245","F8_GI_4",4e-04,50,"F8_GI_4","Fish_Gut",NA,"F8","Kyphosus vaigiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"1653","Otu00817","F8_HG_3",4e-04,53,"F8_HG_3","Fish_Gut",NA,"F8","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"1340","Otu00387","F4_HG_3",4e-04,18,"F4_HG_3","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_3","Fish_Gut",8,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"1637","Otu00807","F4_HG_1",4e-04,16,"F4_HG_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","HG","HG_1","Fish_Gut",6,"Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"1049","Otu00199","F6_GI_4",0.00038,32,"F6_GI_4","Fish_Gut",NA,"F6","Kyphosus cinerascens","GI","GI_4","Fish_Gut",5,"Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"1426","Otu00417","F5_HG_2",0.00038,26,"F5_HG_2","Fish_Gut",NA,"F5","Kyphosus vaigiensis","HG","HG_2","Fish_Gut",7,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"336","Otu00024","F4_GI_1",0.00036,12,"F4_GI_1","Fish_Gut",NA,"F4","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"352","Otu00024","F7_GI_2",0.00036,39,"F7_GI_2","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_2","Fish_Gut",3,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"805","Otu00132","F7_GI_4",0.00036,41,"F7_GI_4","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"1169","Otu00245","F7_GI_4",0.00036,41,"F7_GI_4","Fish_Gut",NA,"F7","Kyphosus hawaiiensis","GI","GI_4","Fish_Gut",5,"Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"1327","Otu00387","F5_GI_1",0.00036,21,"F5_GI_1","Fish_Gut",NA,"F5","Kyphosus vaigiensis","GI","GI_1","Fish_Gut",2,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
