"","OTU","Sample","Abundance","Species","Gut_Section","Species_Gut_Section","Kingdom","Phylum","Class","Order","Family"
"10","Otu00004","Kyphosus cinerascens_ST",0.46626,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"17","Otu00004","Kyphosus hawaiiensis_ST",0.40253,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"18","Otu00004","Kyphosus vaigiensis_ST",0.35676,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"7","Otu00002","Kyphosus vaigiensis_GI",0.34804,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"6","Otu00002","Kyphosus hawaiiensis_GI",0.329913333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"129","Otu00047","Kyphosus hawaiiensis_HG",0.266833333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"3","Otu00002","Kyphosus vaigiensis_ST",0.224013333333333,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"134","Otu00047","Kyphosus vaigiensis_HG",0.223537777777778,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"24","Otu00005","Kyphosus cinerascens_GI",0.205993333333333,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"2","Otu00002","Kyphosus vaigiensis_HG",0.200995555555556,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"9","Otu00002","Kyphosus hawaiiensis_ST",0.18757,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"112","Otu00027","Kyphosus hawaiiensis_GI",0.15326,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"106","Otu00025","Kyphosus vaigiensis_HG",0.147928888888889,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"103","Otu00025","Kyphosus hawaiiensis_HG",0.140353333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"85","Otu00021","Kyphosus cinerascens_GI",0.13996,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"63","Otu00016","Kyphosus vaigiensis_GI",0.132485,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"88","Otu00021","Kyphosus cinerascens_HG",0.130853333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"93","Otu00024","Kyphosus cinerascens_HG",0.130846666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"5","Otu00002","Kyphosus cinerascens_ST",0.12614,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"107","Otu00025","Kyphosus hawaiiensis_GI",0.124273333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"47","Otu00015","Kyphosus vaigiensis_GI",0.124236666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"71","Otu00017","Kyphosus cinerascens_HG",0.110806666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"95","Otu00024","Kyphosus cinerascens_GI",0.10938,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"53","Otu00015","Kyphosus cinerascens_GI",0.10876,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"74","Otu00019","Kyphosus hawaiiensis_GI",0.101253333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"19","Otu00005","Kyphosus vaigiensis_GI",0.10067,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"1","Otu00002","Kyphosus cinerascens_GI",0.09804,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"132","Otu00047","Kyphosus cinerascens_HG",0.0844533333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"121","Otu00042","Kyphosus cinerascens_GI",0.0840733333333333,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"86","Otu00021","Kyphosus hawaiiensis_GI",0.0812933333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"89","Otu00021","Kyphosus vaigiensis_HG",0.07274,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"84","Otu00021","Kyphosus hawaiiensis_HG",0.0706266666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"79","Otu00019","Kyphosus cinerascens_HG",0.0683733333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"142","Otu00057","Kyphosus hawaiiensis_HG",0.0659466666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"127","Otu00047","Kyphosus cinerascens_GI",0.0601333333333333,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"122","Otu00042","Kyphosus cinerascens_ST",0.05784,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"100","Otu00025","Kyphosus cinerascens_HG",0.05522,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"78","Otu00019","Kyphosus hawaiiensis_HG",0.0533666666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"131","Otu00047","Kyphosus hawaiiensis_GI",0.05332,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"137","Otu00057","Kyphosus vaigiensis_HG",0.0485644444444444,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"72","Otu00017","Kyphosus hawaiiensis_ST",0.04827,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"4","Otu00002","Kyphosus cinerascens_HG",0.04602,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"21","Otu00005","Kyphosus vaigiensis_HG",0.0460177777777778,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"345","Otu00277","Kyphosus hawaiiensis_ST",0.04427,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"114","Otu00027","Kyphosus hawaiiensis_HG",0.0437133333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"52","Otu00015","Kyphosus hawaiiensis_GI",0.0430533333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"87","Otu00021","Kyphosus vaigiensis_GI",0.040805,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"49","Otu00015","Kyphosus cinerascens_HG",0.0399133333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"156","Otu00062","Kyphosus hawaiiensis_HG",0.03938,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"168","Otu00074","Kyphosus cinerascens_HG",0.0387133333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"38","Otu00012","Kyphosus cinerascens_GI",0.0380866666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"102","Otu00025","Kyphosus vaigiensis_GI",0.0380666666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"124","Otu00042","Kyphosus vaigiensis_ST",0.03706,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"22","Otu00005","Kyphosus hawaiiensis_GI",0.0363733333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"308","Otu00236","Kyphosus cinerascens_ST",0.03598,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"26","Otu00005","Kyphosus cinerascens_HG",0.0340733333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"312","Otu00236","Kyphosus hawaiiensis_ST",0.03361,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"238","Otu00141","Kyphosus hawaiiensis_HG",0.0330333333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"150","Otu00059","Kyphosus vaigiensis_HG",0.0310222222222222,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"77","Otu00019","Kyphosus vaigiensis_HG",0.0309244444444444,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"160","Otu00062","Kyphosus vaigiensis_HG",0.0304377777777778,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"239","Otu00141","Kyphosus cinerascens_HG",0.0283133333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"101","Otu00025","Kyphosus cinerascens_GI",0.0278933333333333,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"8","Otu00002","Kyphosus hawaiiensis_HG",0.0264533333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"333","Otu00245","Kyphosus hawaiiensis_HG",0.0261466666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"50","Otu00015","Kyphosus vaigiensis_ST",0.02598,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"133","Otu00047","Kyphosus vaigiensis_ST",0.0254466666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"123","Otu00042","Kyphosus cinerascens_HG",0.02484,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"128","Otu00047","Kyphosus vaigiensis_GI",0.024255,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"13","Otu00004","Kyphosus vaigiensis_GI",0.022565,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"370","Otu00339","Kyphosus hawaiiensis_HG",0.02244,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"148","Otu00059","Kyphosus hawaiiensis_HG",0.02144,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"113","Otu00027","Kyphosus vaigiensis_GI",0.0210683333333333,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"125","Otu00042","Kyphosus vaigiensis_GI",0.0207533333333333,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"152","Otu00059","Kyphosus cinerascens_HG",0.02032,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"438","Otu00485","Kyphosus vaigiensis_ST",0.02026,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"289","Otu00224","Kyphosus hawaiiensis_HG",0.0202466666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"27","Otu00005","Kyphosus vaigiensis_ST",0.01886,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"68","Otu00017","Kyphosus vaigiensis_GI",0.0177966666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"268","Otu00156","Kyphosus hawaiiensis_HG",0.0176333333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"220","Otu00120","Kyphosus cinerascens_HG",0.0174133333333333,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"577","Otu01463","Kyphosus cinerascens_ST",0.0173,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae"
"73","Otu00019","Kyphosus cinerascens_GI",0.01658,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"464","Otu00512","Kyphosus hawaiiensis_ST",0.01611,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"221","Otu00120","Kyphosus cinerascens_GI",0.01594,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"188","Otu00087","Kyphosus hawaiiensis_HG",0.0157333333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"41","Otu00012","Kyphosus vaigiensis_ST",0.0157066666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"67","Otu00017","Kyphosus cinerascens_GI",0.0156,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"339","Otu00266","Kyphosus hawaiiensis_ST",0.01523,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"229","Otu00132","Kyphosus hawaiiensis_HG",0.0151733333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"151","Otu00059","Kyphosus hawaiiensis_ST",0.01517,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"80","Otu00019","Kyphosus vaigiensis_GI",0.0151633333333333,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"105","Otu00025","Kyphosus vaigiensis_ST",0.0149333333333333,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"526","Otu00967","Kyphosus cinerascens_ST",0.01478,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"115","Otu00027","Kyphosus cinerascens_GI",0.0145066666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"278","Otu00169","Kyphosus vaigiensis_GI",0.0140316666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"111","Otu00027","Kyphosus vaigiensis_HG",0.0133044444444444,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"82","Otu00021","Kyphosus vaigiensis_ST",0.0132,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"51","Otu00015","Kyphosus vaigiensis_HG",0.0130355555555556,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"323","Otu00238","Kyphosus hawaiiensis_HG",0.01276,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"182","Otu00087","Kyphosus vaigiensis_HG",0.0127422222222222,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"190","Otu00088","Kyphosus hawaiiensis_GI",0.01264,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"42","Otu00012","Kyphosus hawaiiensis_ST",0.01236,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"23","Otu00005","Kyphosus hawaiiensis_HG",0.0123,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae"
"235","Otu00141","Kyphosus vaigiensis_HG",0.0122377777777778,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"60","Otu00016","Kyphosus vaigiensis_HG",0.01146,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"62","Otu00016","Kyphosus vaigiensis_ST",0.0112333333333333,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"309","Otu00236","Kyphosus vaigiensis_ST",0.0110866666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"193","Otu00088","Kyphosus vaigiensis_GI",0.010255,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"189","Otu00087","Kyphosus cinerascens_HG",0.0101466666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"455","Otu00508","Kyphosus cinerascens_HG",0.00958,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"524","Otu00967","Kyphosus hawaiiensis_HG",0.00928666666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"384","Otu00343","Kyphosus hawaiiensis_HG",0.00908666666666667,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"385","Otu00343","Kyphosus vaigiensis_GI",0.00879,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"281","Otu00199","Kyphosus cinerascens_HG",0.00868666666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"200","Otu00111","Kyphosus hawaiiensis_HG",0.00855333333333333,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"305","Otu00230","Kyphosus vaigiensis_GI",0.00803,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured"
"366","Otu00282","Kyphosus cinerascens_HG",0.00802666666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae"
"155","Otu00062","Kyphosus cinerascens_HG",0.00776666666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"119","Otu00042","Kyphosus hawaiiensis_GI",0.00757333333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"319","Otu00238","Kyphosus vaigiensis_HG",0.00757111111111111,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"69","Otu00017","Kyphosus hawaiiensis_HG",0.00754,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"269","Otu00156","Kyphosus vaigiensis_HG",0.00735111111111111,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"494","Otu00634","Kyphosus cinerascens_ST",0.00704,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae"
"210","Otu00113","Kyphosus hawaiiensis_HG",0.00694,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"378","Otu00339","Kyphosus vaigiensis_HG",0.00693777777777778,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"349","Otu00277","Kyphosus vaigiensis_ST",0.00688666666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"145","Otu00059","Kyphosus vaigiensis_GI",0.00687,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
