"","OTU","Sample","Abundance","Species","Gut_Section","Species_Gut_Section","Kingdom","Phylum","Class","Order","Family"
"314","Otu00236","Kyphosus vaigiensis_GI",0.000226666666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"373","Otu00339","Kyphosus cinerascens_GI",0.000206666666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"108","Otu00025","Kyphosus hawaiiensis_ST",2e-04,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"560","Otu01247","Kyphosus cinerascens_GI",0.000186666666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"604","Otu01682","Kyphosus cinerascens_GI",0.000186666666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadales_fa"
"147","Otu00059","Kyphosus hawaiiensis_GI",0.000186666666666667,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"202","Otu00111","Kyphosus vaigiensis_ST",0.00018,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"34","Otu00007","Kyphosus vaigiensis_ST",0.000166666666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"263","Otu00156","Kyphosus cinerascens_HG",0.000166666666666667,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"408","Otu00395","Kyphosus vaigiensis_ST",0.00016,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"330","Otu00245","Kyphosus cinerascens_HG",0.00016,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"431","Otu00461","Kyphosus vaigiensis_GI",0.000156666666666667,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"181","Otu00087","Kyphosus hawaiiensis_GI",0.000153333333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"138","Otu00057","Kyphosus hawaiiensis_ST",0.00015,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"243","Otu00141","Kyphosus hawaiiensis_ST",0.00015,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"351","Otu00277","Kyphosus cinerascens_GI",0.000146666666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"499","Otu00817","Kyphosus vaigiensis_HG",0.000144444444444444,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"75","Otu00019","Kyphosus cinerascens_ST",0.00014,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"130","Otu00047","Kyphosus cinerascens_ST",0.00014,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"250","Otu00148","Kyphosus vaigiensis_GI",0.00014,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"64","Otu00017","Kyphosus hawaiiensis_GI",0.000133333333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae"
"234","Otu00132","Kyphosus hawaiiensis_ST",0.00013,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"326","Otu00245","Kyphosus vaigiensis_ST",0.000126666666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"286","Otu00199","Kyphosus cinerascens_GI",0.000126666666666667,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Tenericutes","Mollicutes","T2WK15B57","T2WK15B57_fa"
"92","Otu00024","Kyphosus hawaiiensis_GI",0.00012,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"232","Otu00132","Kyphosus hawaiiensis_GI",0.00012,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"325","Otu00245","Kyphosus hawaiiensis_GI",0.00012,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"30","Otu00007","Kyphosus cinerascens_GI",0.000113333333333333,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"208","Otu00113","Kyphosus hawaiiensis_GI",0.000113333333333333,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"290","Otu00224","Kyphosus vaigiensis_ST",0.000113333333333333,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"81","Otu00019","Kyphosus hawaiiensis_ST",0.00011,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae"
"175","Otu00075","Kyphosus hawaiiensis_ST",0.00011,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"45","Otu00012","Kyphosus vaigiensis_GI",0.000108333333333333,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"418","Otu00396","Kyphosus vaigiensis_ST",0.000106666666666667,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"146","Otu00059","Kyphosus cinerascens_ST",1e-04,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"293","Otu00224","Kyphosus hawaiiensis_GI",1e-04,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Eukaryota","Parabasalia","Trichomonadea","Trichomonadea_or","Trichomonadea_fa"
"59","Otu00016","Kyphosus cinerascens_GI",1e-04,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"179","Otu00075","Kyphosus cinerascens_GI",1e-04,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"16","Otu00004","Kyphosus vaigiensis_HG",9.77777777777778e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"171","Otu00074","Kyphosus vaigiensis_GI",9.5e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"265","Otu00156","Kyphosus hawaiiensis_GI",8.66666666666667e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"174","Otu00075","Kyphosus hawaiiensis_GI",8e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"317","Otu00238","Kyphosus cinerascens_ST",8e-05,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"563","Otu01247","Kyphosus vaigiensis_ST",8e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"374","Otu00339","Kyphosus hawaiiensis_GI",8e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified"
"31","Otu00007","Kyphosus vaigiensis_HG",7.77777777777778e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"336","Otu00266","Kyphosus vaigiensis_ST",7.33333333333333e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"267","Otu00156","Kyphosus hawaiiensis_ST",7e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"120","Otu00042","Kyphosus hawaiiensis_HG",6.66666666666667e-05,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1"
"203","Otu00111","Kyphosus hawaiiensis_GI",6.66666666666667e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"473","Otu00593","Kyphosus vaigiensis_ST",6.66666666666667e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"383","Otu00343","Kyphosus vaigiensis_HG",6.22222222222222e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"186","Otu00087","Kyphosus hawaiiensis_ST",6e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"117","Otu00027","Kyphosus hawaiiensis_ST",6e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"237","Otu00141","Kyphosus cinerascens_ST",6e-05,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified"
"320","Otu00238","Kyphosus hawaiiensis_GI",6e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified"
"406","Otu00395","Kyphosus cinerascens_ST",6e-05,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"259","Otu00151","Kyphosus vaigiensis_GI",5.83333333333333e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"40","Otu00012","Kyphosus hawaiiensis_HG",5.33333333333333e-05,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"214","Otu00113","Kyphosus cinerascens_GI",5.33333333333333e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"264","Otu00156","Kyphosus cinerascens_GI",5.33333333333333e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured"
"350","Otu00277","Kyphosus hawaiiensis_HG",5.33333333333333e-05,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"405","Otu00385","Kyphosus cinerascens_HG",5.33333333333333e-05,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"162","Otu00062","Kyphosus hawaiiensis_ST",5e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group"
"407","Otu00395","Kyphosus vaigiensis_GI",4.83333333333333e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"274","Otu00169","Kyphosus vaigiensis_HG",4.66666666666667e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"332","Otu00245","Kyphosus cinerascens_GI",4.66666666666667e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"386","Otu00343","Kyphosus cinerascens_GI",4.66666666666667e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"347","Otu00277","Kyphosus vaigiensis_HG",4.44444444444444e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae"
"209","Otu00113","Kyphosus hawaiiensis_ST",4e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"58","Otu00016","Kyphosus hawaiiensis_HG",3.33333333333333e-05,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"331","Otu00245","Kyphosus vaigiensis_GI",3.33333333333333e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Gastranaerophilales_fa"
"443","Otu00497","Kyphosus vaigiensis_ST",3.33333333333333e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"479","Otu00600","Kyphosus vaigiensis_ST",3.33333333333333e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae"
"566","Otu01247","Kyphosus vaigiensis_GI",3.33333333333333e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Tenericutes","Mollicutes","Mollicutes_unclassified","Mollicutes_unclassified"
"421","Otu00396","Kyphosus vaigiensis_HG",3.33333333333333e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae"
"547","Otu01081","Kyphosus vaigiensis_GI",3.16666666666667e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae"
"29","Otu00007","Kyphosus hawaiiensis_ST",3e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"39","Otu00012","Kyphosus hawaiiensis_GI",2.66666666666667e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae"
"247","Otu00148","Kyphosus hawaiiensis_GI",2.66666666666667e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallales_unclassified"
"260","Otu00151","Kyphosus hawaiiensis_GI",2.66666666666667e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiae_unclassified","Verrucomicrobiae_unclassified"
"398","Otu00385","Kyphosus cinerascens_GI",2.66666666666667e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae"
"315","Otu00236","Kyphosus vaigiensis_HG",2.44444444444444e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae"
"231","Otu00132","Kyphosus vaigiensis_GI",2.16666666666667e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae"
"206","Otu00111","Kyphosus hawaiiensis_ST",2e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"222","Otu00120","Kyphosus hawaiiensis_GI",2e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"411","Otu00395","Kyphosus cinerascens_GI",2e-05,"Kyphosus cinerascens","GI","Kyphosus cinerascens_GI","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"444","Otu00497","Kyphosus vaigiensis_HG",2e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiales_unclassified"
"506","Otu00851","Kyphosus vaigiensis_HG",1.77777777777778e-05,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"277","Otu00169","Kyphosus hawaiiensis_GI",1.33333333333333e-05,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Eukaryota","Parabasalia","Gf10_symbiont_group","Gf10_symbiont_group_or","Gf10_symbiont_group_fa"
"459","Otu00508","Kyphosus vaigiensis_ST",1.33333333333333e-05,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"472","Otu00593","Kyphosus cinerascens_HG",1.33333333333333e-05,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae"
"500","Otu00817","Kyphosus vaigiensis_GI",1.33333333333333e-05,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"57","Otu00016","Kyphosus hawaiiensis_ST",1e-05,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"341","Otu00266","Kyphosus vaigiensis_HG",8.88888888888889e-06,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured"
"513","Otu00851","Kyphosus vaigiensis_GI",8.33333333333333e-06,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae"
"355","Otu00278","Kyphosus hawaiiensis_GI",6.66666666666667e-06,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"379","Otu00343","Kyphosus hawaiiensis_GI",6.66666666666667e-06,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Eukaryota","Parabasalia","Parabasalia_unclassified","Parabasalia_unclassified","Parabasalia_unclassified"
"430","Otu00461","Kyphosus vaigiensis_ST",6.66666666666667e-06,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII"
"433","Otu00485","Kyphosus vaigiensis_HG",6.66666666666667e-06,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae"
"579","Otu01463","Kyphosus vaigiensis_HG",6.66666666666667e-06,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae"
"14","Otu00004","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae"
"28","Otu00007","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"33","Otu00007","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"35","Otu00007","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"36","Otu00007","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"61","Otu00016","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Spirochaetes","Spirochaetia","Brevinematales","Brevinemataceae"
"98","Otu00024","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae"
"104","Otu00025","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"109","Otu00027","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Tenericutes","Mollicutes","DMI","DMI_fa"
"140","Otu00057","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"164","Otu00074","Kyphosus hawaiiensis_GI",0,"Kyphosus hawaiiensis","GI","Kyphosus hawaiiensis_GI","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"165","Otu00074","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"166","Otu00074","Kyphosus vaigiensis_ST",0,"Kyphosus vaigiensis","ST","Kyphosus vaigiensis_ST","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"169","Otu00074","Kyphosus hawaiiensis_ST",0,"Kyphosus hawaiiensis","ST","Kyphosus hawaiiensis_ST","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"170","Otu00074","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"172","Otu00075","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"173","Otu00075","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"178","Otu00075","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae"
"183","Otu00087","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae"
"191","Otu00088","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"197","Otu00088","Kyphosus cinerascens_HG",0,"Kyphosus cinerascens","HG","Kyphosus cinerascens_HG","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"199","Otu00111","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae"
"215","Otu00113","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified"
"217","Otu00120","Kyphosus vaigiensis_HG",0,"Kyphosus vaigiensis","HG","Kyphosus vaigiensis_HG","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"218","Otu00120","Kyphosus cinerascens_ST",0,"Kyphosus cinerascens","ST","Kyphosus cinerascens_ST","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"219","Otu00120","Kyphosus vaigiensis_GI",0,"Kyphosus vaigiensis","GI","Kyphosus vaigiensis_GI","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
"223","Otu00120","Kyphosus hawaiiensis_HG",0,"Kyphosus hawaiiensis","HG","Kyphosus hawaiiensis_HG","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae"
