Tree#,Groups,WScore
1,F8_HG_1-F8_HG_3,0.1579
1,F8_HG_2-F8_HG_3,0.174686
1,BLANK2_1_A-F8_STOM,0.590069
1,F1_GI-F8_STOM,0.595824
1,F1_HG-F8_STOM,0.802913
1,F1_PC-F8_STOM,0.731738
1,F1_STOM-F8_STOM,0.529095
1,F2_GI-F8_STOM,0.581377
1,F2_HG-F8_STOM,0.781234
1,F2_PC-F8_STOM,0.74248
1,F3_GI-F8_STOM,0.613159
1,F3_HG-F8_STOM,0.723414
1,F3_PC-F8_STOM,0.501922
1,F3_STOM-F8_STOM,0.474015
1,F4_GI_1-F8_STOM,0.610359
1,F4_GI_2-F8_STOM,0.632278
1,F4_GI_3-F8_STOM,0.629314
1,F4_GI_4-F8_STOM,0.653147
1,F4_HG_1-F8_STOM,0.647015
1,F4_HG_2-F8_STOM,0.600122
1,F4_HG_3-F8_STOM,0.641293
1,F4_PC-F8_STOM,0.604868
1,F4_STOM-F8_STOM,0.673663
1,F5_GI_1-F8_STOM,0.566772
1,F5_GI_2-F8_STOM,0.565124
1,F5_GI_3-F8_STOM,0.610798
1,F5_GI_4-F8_STOM,0.534339
1,F5_HG_1-F8_STOM,0.628641
1,F5_HG_2-F8_STOM,0.637975
1,F5_HG_3-F8_STOM,0.67767
1,F5_PC-F8_STOM,0.564005
1,F5_STOM-F8_STOM,0.583697
1,F6_GI_1-F8_STOM,0.66466
1,F6_GI_3-F8_STOM,0.725893
1,F6_GI_4-F8_STOM,0.726596
1,F6_HG_1-F8_STOM,0.779377
1,F6_HG_2-F8_STOM,0.718327
1,F6_HG_3-F8_STOM,0.753131
1,F6_PC-F8_STOM,0.756683
1,F7_GI_2-F8_STOM,0.605248
1,F7_GI_3-F8_STOM,0.749866
1,F7_GI_4-F8_STOM,0.744518
1,F7_HG_1-F8_STOM,0.796846
1,F7_HG_2-F8_STOM,0.814733
1,F7_HG_3-F8_STOM,0.827371
1,F7_STOM-F8_STOM,0.596383
1,F8_GI_1-F8_STOM,0.570057
1,F8_GI_2-F8_STOM,0.575826
1,F8_GI_3-F8_STOM,0.691966
1,F8_GI_4-F8_STOM,0.732669
1,F8_HG_1-F8_STOM,0.75315
1,F8_HG_2-F8_STOM,0.726831
1,F8_HG_3-F8_STOM,0.770413
1,BLANK2_1_A-MOCK1_1,0.791933
1,F1_GI-MOCK1_1,0.80568
1,F1_HG-MOCK1_1,0.865854
1,F1_PC-MOCK1_1,0.721438
1,F1_STOM-MOCK1_1,0.814593
1,F2_GI-MOCK1_1,0.794253
1,F2_HG-MOCK1_1,0.856444
1,F2_PC-MOCK1_1,0.784525
1,F3_GI-MOCK1_1,0.847754
1,F3_HG-MOCK1_1,0.83152
1,F3_PC-MOCK1_1,0.772054
1,F3_STOM-MOCK1_1,0.812357
1,F4_GI_1-MOCK1_1,0.780544
1,F4_GI_2-MOCK1_1,0.781721
1,F4_GI_3-MOCK1_1,0.76879
1,F4_GI_4-MOCK1_1,0.74544
1,F4_HG_1-MOCK1_1,0.762598
1,F4_HG_2-MOCK1_1,0.759071
1,F4_HG_3-MOCK1_1,0.778657
1,F4_PC-MOCK1_1,0.832008
1,F4_STOM-MOCK1_1,0.830865
1,F5_GI_1-MOCK1_1,0.732821
1,F5_GI_2-MOCK1_1,0.738943
1,F5_GI_3-MOCK1_1,0.804362
1,F5_GI_4-MOCK1_1,0.756314
1,F5_HG_1-MOCK1_1,0.750027
1,F5_HG_2-MOCK1_1,0.758557
1,F5_HG_3-MOCK1_1,0.772406
1,F5_PC-MOCK1_1,0.748561
1,F5_STOM-MOCK1_1,0.770163
1,F6_GI_1-MOCK1_1,0.785563
1,F6_GI_3-MOCK1_1,0.817266
1,F6_GI_4-MOCK1_1,0.842666
1,F6_HG_1-MOCK1_1,0.891759
1,F6_HG_2-MOCK1_1,0.812447
1,F6_HG_3-MOCK1_1,0.834497
1,F6_PC-MOCK1_1,0.828572
1,F7_GI_2-MOCK1_1,0.769268
1,F7_GI_3-MOCK1_1,0.776432
1,F7_GI_4-MOCK1_1,0.787582
1,F7_HG_1-MOCK1_1,0.903916
1,F7_HG_2-MOCK1_1,0.9171
1,F7_HG_3-MOCK1_1,0.92525
1,F7_STOM-MOCK1_1,0.826607
1,F8_GI_1-MOCK1_1,0.730665
1,F8_GI_2-MOCK1_1,0.632929
1,F8_GI_3-MOCK1_1,0.727273
1,F8_GI_4-MOCK1_1,0.782026
1,F8_HG_1-MOCK1_1,0.833161
1,F8_HG_2-MOCK1_1,0.824395
1,F8_HG_3-MOCK1_1,0.839544
1,F8_STOM-MOCK1_1,0.790342
1,BLANK2_1_A-MOCK1_3,0.780915
1,F1_GI-MOCK1_3,0.793714
1,F1_HG-MOCK1_3,0.868114
1,F1_PC-MOCK1_3,0.726095
1,F1_STOM-MOCK1_3,0.804246
1,F2_GI-MOCK1_3,0.782313
1,F2_HG-MOCK1_3,0.857357
1,F2_PC-MOCK1_3,0.789267
1,F3_GI-MOCK1_3,0.835247
1,F3_HG-MOCK1_3,0.830071
1,F3_PC-MOCK1_3,0.76041
1,F3_STOM-MOCK1_3,0.801291
1,F4_GI_1-MOCK1_3,0.769759
1,F4_GI_2-MOCK1_3,0.771649
1,F4_GI_3-MOCK1_3,0.758655
1,F4_GI_4-MOCK1_3,0.735437
1,F4_HG_1-MOCK1_3,0.759039
1,F4_HG_2-MOCK1_3,0.748258
1,F4_HG_3-MOCK1_3,0.773307
1,F4_PC-MOCK1_3,0.820306
1,F4_STOM-MOCK1_3,0.820837
1,F5_GI_1-MOCK1_3,0.721459
1,F5_GI_2-MOCK1_3,0.727977
1,F5_GI_3-MOCK1_3,0.793373
1,F5_GI_4-MOCK1_3,0.745147
1,F5_HG_1-MOCK1_3,0.750204
1,F5_HG_2-MOCK1_3,0.759402
1,F5_HG_3-MOCK1_3,0.773359
1,F5_PC-MOCK1_3,0.736925
1,F5_STOM-MOCK1_3,0.759754
1,F6_GI_1-MOCK1_3,0.788125
1,F6_GI_3-MOCK1_3,0.821709
1,F6_GI_4-MOCK1_3,0.845292
1,F6_HG_1-MOCK1_3,0.894245
1,F6_HG_2-MOCK1_3,0.811543
1,F6_HG_3-MOCK1_3,0.836415
1,F6_PC-MOCK1_3,0.831038
1,F7_GI_2-MOCK1_3,0.757946
1,F7_GI_3-MOCK1_3,0.775537
1,F7_GI_4-MOCK1_3,0.790191
1,F7_HG_1-MOCK1_3,0.905921
1,F7_HG_2-MOCK1_3,0.918768
1,F7_HG_3-MOCK1_3,0.926935
1,F7_STOM-MOCK1_3,0.816477
1,F8_GI_1-MOCK1_3,0.719045
1,F8_GI_2-MOCK1_3,0.621144
1,F8_GI_3-MOCK1_3,0.728667
1,F8_GI_4-MOCK1_3,0.784126
1,F8_HG_1-MOCK1_3,0.834757
1,F8_HG_2-MOCK1_3,0.825813
1,F8_HG_3-MOCK1_3,0.841272
1,F8_STOM-MOCK1_3,0.779207
1,MOCK1_1-MOCK1_3,0.040495
1,BLANK2_1_A-MOCK2_1,0.788816
1,F1_GI-MOCK2_1,0.802715
1,F1_HG-MOCK2_1,0.866392
1,F1_PC-MOCK2_1,0.722326
1,F1_STOM-MOCK2_1,0.81199
1,F2_GI-MOCK2_1,0.79128
1,F2_HG-MOCK2_1,0.856596
1,F2_PC-MOCK2_1,0.785572
1,F3_GI-MOCK2_1,0.844746
1,F3_HG-MOCK2_1,0.830648
1,F3_PC-MOCK2_1,0.769118
1,F3_STOM-MOCK2_1,0.809629
1,F4_GI_1-MOCK2_1,0.777829
1,F4_GI_2-MOCK2_1,0.779189
1,F4_GI_3-MOCK2_1,0.766217
1,F4_GI_4-MOCK2_1,0.742745
1,F4_HG_1-MOCK2_1,0.76181
1,F4_HG_2-MOCK2_1,0.756306
1,F4_HG_3-MOCK2_1,0.776143
1,F4_PC-MOCK2_1,0.829172
1,F4_STOM-MOCK2_1,0.828374
1,F5_GI_1-MOCK2_1,0.729861
1,F5_GI_2-MOCK2_1,0.736099
1,F5_GI_3-MOCK2_1,0.801644
1,F5_GI_4-MOCK2_1,0.753453
1,F5_HG_1-MOCK2_1,0.7495
1,F5_HG_2-MOCK2_1,0.75843
1,F5_HG_3-MOCK2_1,0.77242
1,F5_PC-MOCK2_1,0.745587
1,F5_STOM-MOCK2_1,0.767466
1,F6_GI_1-MOCK2_1,0.786043
1,F6_GI_3-MOCK2_1,0.818316
1,F6_GI_4-MOCK2_1,0.843277
1,F6_HG_1-MOCK2_1,0.89244
1,F6_HG_2-MOCK2_1,0.812036
1,F6_HG_3-MOCK2_1,0.834766
1,F6_PC-MOCK2_1,0.829104
1,F7_GI_2-MOCK2_1,0.766394
1,F7_GI_3-MOCK2_1,0.775925
1,F7_GI_4-MOCK2_1,0.788076
1,F7_HG_1-MOCK2_1,0.904429
1,F7_HG_2-MOCK2_1,0.917496
1,F7_HG_3-MOCK2_1,0.92566
1,F7_STOM-MOCK2_1,0.824044
1,F8_GI_1-MOCK2_1,0.727633
1,F8_GI_2-MOCK2_1,0.629642
1,F8_GI_3-MOCK2_1,0.727226
1,F8_GI_4-MOCK2_1,0.782381
1,F8_HG_1-MOCK2_1,0.833432
1,F8_HG_2-MOCK2_1,0.824566
1,F8_HG_3-MOCK2_1,0.839837
1,F8_STOM-MOCK2_1,0.787558
1,MOCK1_1-MOCK2_1,0.017842
1,MOCK1_3-MOCK2_1,0.046437
1,BLANK2_1_A-MOCK2_2,0.764405
1,F1_GI-MOCK2_2,0.773122
1,F1_HG-MOCK2_2,0.870158
1,F1_PC-MOCK2_2,0.730161
1,F1_STOM-MOCK2_2,0.786919
1,F2_GI-MOCK2_2,0.761752
1,F2_HG-MOCK2_2,0.858656
1,F2_PC-MOCK2_2,0.793654
1,F3_GI-MOCK2_2,0.815912
1,F3_HG-MOCK2_2,0.829109
1,F3_PC-MOCK2_2,0.740204
1,F3_STOM-MOCK2_2,0.782358
1,F4_GI_1-MOCK2_2,0.751158
1,F4_GI_2-MOCK2_2,0.754659
1,F4_GI_3-MOCK2_2,0.74115
1,F4_GI_4-MOCK2_2,0.723084
1,F4_HG_1-MOCK2_2,0.755246
1,F4_HG_2-MOCK2_2,0.733007
1,F4_HG_3-MOCK2_2,0.76359
1,F4_PC-MOCK2_2,0.800371
1,F4_STOM-MOCK2_2,0.804193
1,F5_GI_1-MOCK2_2,0.701872
1,F5_GI_2-MOCK2_2,0.708844
1,F5_GI_3-MOCK2_2,0.77585
1,F5_GI_4-MOCK2_2,0.725721
1,F5_HG_1-MOCK2_2,0.750077
1,F5_HG_2-MOCK2_2,0.759519
1,F5_HG_3-MOCK2_2,0.774635
1,F5_PC-MOCK2_2,0.721769
1,F5_STOM-MOCK2_2,0.742111
1,F6_GI_1-MOCK2_2,0.789986
1,F6_GI_3-MOCK2_2,0.82594
1,F6_GI_4-MOCK2_2,0.847397
1,F6_HG_1-MOCK2_2,0.896407
1,F6_HG_2-MOCK2_2,0.809323
1,F6_HG_3-MOCK2_2,0.838447
1,F6_PC-MOCK2_2,0.832968
1,F7_GI_2-MOCK2_2,0.738338
1,F7_GI_3-MOCK2_2,0.773514
1,F7_GI_4-MOCK2_2,0.792128
1,F7_HG_1-MOCK2_2,0.908092
1,F7_HG_2-MOCK2_2,0.920969
1,F7_HG_3-MOCK2_2,0.929034
1,F7_STOM-MOCK2_2,0.799658
1,F8_GI_1-MOCK2_2,0.698697
1,F8_GI_2-MOCK2_2,0.600131
1,F8_GI_3-MOCK2_2,0.729832
1,F8_GI_4-MOCK2_2,0.785541
1,F8_HG_1-MOCK2_2,0.836335
1,F8_HG_2-MOCK2_2,0.827297
1,F8_HG_3-MOCK2_2,0.843164
1,F8_STOM-MOCK2_2,0.759973
1,MOCK1_1-MOCK2_2,0.068886
1,MOCK1_3-MOCK2_2,0.044736
1,MOCK2_1-MOCK2_2,0.067225
1,BLANK2_1_A-MOCK_1,0.774072
1,F1_GI-MOCK_1,0.785753
1,F1_HG-MOCK_1,0.869413
1,F1_PC-MOCK_1,0.728928
1,F1_STOM-MOCK_1,0.797273
1,F2_GI-MOCK_1,0.774364
1,F2_HG-MOCK_1,0.85813
1,F2_PC-MOCK_1,0.792171
1,F3_GI-MOCK_1,0.827969
1,F3_HG-MOCK_1,0.829101
1,F3_PC-MOCK_1,0.752657
1,F3_STOM-MOCK_1,0.793926
1,F4_GI_1-MOCK_1,0.762573
1,F4_GI_2-MOCK_1,0.764938
1,F4_GI_3-MOCK_1,0.751898
1,F4_GI_4-MOCK_1,0.730551
1,F4_HG_1-MOCK_1,0.757984
1,F4_HG_2-MOCK_1,0.741047
1,F4_HG_3-MOCK_1,0.77113
1,F4_PC-MOCK_1,0.812527
1,F4_STOM-MOCK_1,0.814084
1,F5_GI_1-MOCK_1,0.713873
1,F5_GI_2-MOCK_1,0.720658
1,F5_GI_3-MOCK_1,0.786059
1,F5_GI_4-MOCK_1,0.737699
1,F5_HG_1-MOCK_1,0.750516
1,F5_HG_2-MOCK_1,0.759707
1,F5_HG_3-MOCK_1,0.774254
1,F5_PC-MOCK_1,0.730259
1,F5_STOM-MOCK_1,0.752722
1,F6_GI_1-MOCK_1,0.789554
1,F6_GI_3-MOCK_1,0.824439
1,F6_GI_4-MOCK_1,0.846768
1,F6_HG_1-MOCK_1,0.895654
1,F6_HG_2-MOCK_1,0.810565
1,F6_HG_3-MOCK_1,0.83778
1,F6_PC-MOCK_1,0.832422
1,F7_GI_2-MOCK_1,0.750398
1,F7_GI_3-MOCK_1,0.774536
1,F7_GI_4-MOCK_1,0.791648
1,F7_HG_1-MOCK_1,0.907229
1,F7_HG_2-MOCK_1,0.92007
1,F7_HG_3-MOCK_1,0.928213
1,F7_STOM-MOCK_1,0.809749
1,F8_GI_1-MOCK_1,0.711286
1,F8_GI_2-MOCK_1,0.613242
1,F8_GI_3-MOCK_1,0.729694
1,F8_GI_4-MOCK_1,0.785244
1,F8_HG_1-MOCK_1,0.835796
1,F8_HG_2-MOCK_1,0.826868
1,F8_HG_3-MOCK_1,0.842577
1,F8_STOM-MOCK_1,0.771792
1,MOCK1_1-MOCK_1,0.068122
1,MOCK1_3-MOCK_1,0.027842
1,MOCK2_1-MOCK_1,0.074073
1,MOCK2_2-MOCK_1,0.043832
1,BLANK2_1_A-MOCK_2,0.783872
1,F1_GI-MOCK_2,0.796984
1,F1_HG-MOCK_2,0.867713
1,F1_PC-MOCK_2,0.725141
1,F1_STOM-MOCK_2,0.806894
1,F2_GI-MOCK_2,0.785568
1,F2_HG-MOCK_2,0.857068
1,F2_PC-MOCK_2,0.788387
1,F3_GI-MOCK_2,0.838719
1,F3_HG-MOCK_2,0.830068
1,F3_PC-MOCK_2,0.763551
1,F3_STOM-MOCK_2,0.804325
1,F4_GI_1-MOCK_2,0.772685
1,F4_GI_2-MOCK_2,0.774384
1,F4_GI_3-MOCK_2,0.761392
1,F4_GI_4-MOCK_2,0.738017
1,F4_HG_1-MOCK_2,0.760907
1,F4_HG_2-MOCK_2,0.751167
1,F4_HG_3-MOCK_2,0.775218
1,F4_PC-MOCK_2,0.823543
1,F4_STOM-MOCK_2,0.823423
1,F5_GI_1-MOCK_2,0.724483
1,F5_GI_2-MOCK_2,0.730903
1,F5_GI_3-MOCK_2,0.796381
1,F5_GI_4-MOCK_2,0.748147
1,F5_HG_1-MOCK_2,0.749828
1,F5_HG_2-MOCK_2,0.759041
1,F5_HG_3-MOCK_2,0.773015
1,F5_PC-MOCK_2,0.740041
1,F5_STOM-MOCK_2,0.762368
1,F6_GI_1-MOCK_2,0.787574
1,F6_GI_3-MOCK_2,0.820928
1,F6_GI_4-MOCK_2,0.844803
1,F6_HG_1-MOCK_2,0.893847
1,F6_HG_2-MOCK_2,0.811512
1,F6_HG_3-MOCK_2,0.83595
1,F6_PC-MOCK_2,0.83056
1,F7_GI_2-MOCK_2,0.761003
1,F7_GI_3-MOCK_2,0.775448
1,F7_GI_4-MOCK_2,0.789633
1,F7_HG_1-MOCK_2,0.905567
1,F7_HG_2-MOCK_2,0.918468
1,F7_HG_3-MOCK_2,0.926649
1,F7_STOM-MOCK_2,0.819069
1,F8_GI_1-MOCK_2,0.722134
1,F8_GI_2-MOCK_2,0.624153
1,F8_GI_3-MOCK_2,0.728198
1,F8_GI_4-MOCK_2,0.783642
1,F8_HG_1-MOCK_2,0.834368
1,F8_HG_2-MOCK_2,0.825407
1,F8_HG_3-MOCK_2,0.840877
1,F8_STOM-MOCK_2,0.782239
1,MOCK1_1-MOCK_2,0.029514
1,MOCK1_3-MOCK_2,0.018656
1,MOCK2_1-MOCK_2,0.0354
1,MOCK2_2-MOCK_2,0.052365
1,MOCK_1-MOCK_2,0.040393
1,BLANK2_1_A-MOCK_3,0.788009
1,F1_GI-MOCK_3,0.801753
1,F1_HG-MOCK_3,0.866952
1,F1_PC-MOCK_3,0.723536
1,F1_STOM-MOCK_3,0.811002
1,F2_GI-MOCK_3,0.790338
1,F2_HG-MOCK_3,0.856805
1,F2_PC-MOCK_3,0.786717
1,F3_GI-MOCK_3,0.843679
1,F3_HG-MOCK_3,0.830525
1,F3_PC-MOCK_3,0.768233
1,F3_STOM-MOCK_3,0.808735
1,F4_GI_1-MOCK_3,0.777
1,F4_GI_2-MOCK_3,0.778412
1,F4_GI_3-MOCK_3,0.765453
1,F4_GI_4-MOCK_3,0.741988
1,F4_HG_1-MOCK_3,0.762507
1,F4_HG_2-MOCK_3,0.755504
1,F4_HG_3-MOCK_3,0.776819
1,F4_PC-MOCK_3,0.828196
1,F4_STOM-MOCK_3,0.827395
1,F5_GI_1-MOCK_3,0.729056
1,F5_GI_2-MOCK_3,0.735313
1,F5_GI_3-MOCK_3,0.800765
1,F5_GI_4-MOCK_3,0.752629
1,F5_HG_1-MOCK_3,0.75056
1,F5_HG_2-MOCK_3,0.758799
1,F5_HG_3-MOCK_3,0.772771
1,F5_PC-MOCK_3,0.744733
1,F5_STOM-MOCK_3,0.766531
1,F6_GI_1-MOCK_3,0.786714
1,F6_GI_3-MOCK_3,0.819347
1,F6_GI_4-MOCK_3,0.843892
1,F6_HG_1-MOCK_3,0.89296
1,F6_HG_2-MOCK_3,0.811948
1,F6_HG_3-MOCK_3,0.835289
1,F6_PC-MOCK_3,0.829712
1,F7_GI_2-MOCK_3,0.76554
1,F7_GI_3-MOCK_3,0.775904
1,F7_GI_4-MOCK_3,0.788757
1,F7_HG_1-MOCK_3,0.904819
1,F7_HG_2-MOCK_3,0.917827
1,F7_HG_3-MOCK_3,0.92597
1,F7_STOM-MOCK_3,0.823066
1,F8_GI_1-MOCK_3,0.726813
1,F8_GI_2-MOCK_3,0.628956
1,F8_GI_3-MOCK_3,0.728281
1,F8_GI_4-MOCK_3,0.782955
1,F8_HG_1-MOCK_3,0.833793
1,F8_HG_2-MOCK_3,0.824943
1,F8_HG_3-MOCK_3,0.840204
1,F8_STOM-MOCK_3,0.786688
1,MOCK1_1-MOCK_3,0.02098
1,MOCK1_3-MOCK_3,0.025189
1,MOCK2_1-MOCK_3,0.027762
1,MOCK2_2-MOCK_3,0.059416
1,MOCK_1-MOCK_3,0.050579
1,MOCK_2-MOCK_3,0.014055
1,BLANK2_1_A-NTC3_2,0.762064
1,F1_GI-NTC3_2,0.900423
1,F1_HG-NTC3_2,0.855019
1,F1_PC-NTC3_2,0.77401
1,F1_STOM-NTC3_2,0.849145
1,F2_GI-NTC3_2,0.88138
1,F2_HG-NTC3_2,0.845929
1,F2_PC-NTC3_2,0.786987
1,F3_GI-NTC3_2,0.941835
1,F3_HG-NTC3_2,0.853959
1,F3_PC-NTC3_2,0.83757
1,F3_STOM-NTC3_2,0.85545
1,F4_GI_1-NTC3_2,0.862139
1,F4_GI_2-NTC3_2,0.856358
1,F4_GI_3-NTC3_2,0.839473
1,F4_GI_4-NTC3_2,0.815548
1,F4_HG_1-NTC3_2,0.812938
1,F4_HG_2-NTC3_2,0.8114
1,F4_HG_3-NTC3_2,0.831118
1,F4_PC-NTC3_2,0.872071
1,F4_STOM-NTC3_2,0.894258
1,F5_GI_1-NTC3_2,0.774777
1,F5_GI_2-NTC3_2,0.819483
1,F5_GI_3-NTC3_2,0.867645
1,F5_GI_4-NTC3_2,0.811763
1,F5_HG_1-NTC3_2,0.800742
1,F5_HG_2-NTC3_2,0.803926
1,F5_HG_3-NTC3_2,0.796357
1,F5_PC-NTC3_2,0.771847
1,F5_STOM-NTC3_2,0.816972
1,F6_GI_1-NTC3_2,0.791603
1,F6_GI_3-NTC3_2,0.836729
1,F6_GI_4-NTC3_2,0.854654
1,F6_HG_1-NTC3_2,0.872053
1,F6_HG_2-NTC3_2,0.814981
1,F6_HG_3-NTC3_2,0.822392
1,F6_PC-NTC3_2,0.815111
1,F7_GI_2-NTC3_2,0.851445
1,F7_GI_3-NTC3_2,0.80197
1,F7_GI_4-NTC3_2,0.80735
1,F7_HG_1-NTC3_2,0.891473
1,F7_HG_2-NTC3_2,0.897977
1,F7_HG_3-NTC3_2,0.903166
1,F7_STOM-NTC3_2,0.878097
1,F8_GI_1-NTC3_2,0.818516
1,F8_GI_2-NTC3_2,0.739963
1,F8_GI_3-NTC3_2,0.791959
1,F8_GI_4-NTC3_2,0.791264
1,F8_HG_1-NTC3_2,0.833379
1,F8_HG_2-NTC3_2,0.82961
1,F8_HG_3-NTC3_2,0.836205
1,F8_STOM-NTC3_2,0.827718
1,MOCK1_1-NTC3_2,0.616794
1,MOCK1_3-NTC3_2,0.617206
1,MOCK2_1-NTC3_2,0.615727
1,MOCK2_2-NTC3_2,0.615242
1,MOCK_1-NTC3_2,0.617697
1,MOCK_2-NTC3_2,0.616858
1,MOCK_3-NTC3_2,0.616998
1,BLANK2_1_A-R1_13,0.793376
1,F1_GI-R1_13,0.851761
1,F1_HG-R1_13,0.828985
1,F1_PC-R1_13,0.825311
1,F1_STOM-R1_13,0.829137
1,F2_GI-R1_13,0.839719
1,F2_HG-R1_13,0.813275
1,F2_PC-R1_13,0.821172
1,F3_GI-R1_13,0.751362
1,F3_HG-R1_13,0.714255
1,F3_PC-R1_13,0.702098
1,F3_STOM-R1_13,0.810567
1,F4_GI_1-R1_13,0.832794
1,F4_GI_2-R1_13,0.826966
1,F4_GI_3-R1_13,0.821896
1,F4_GI_4-R1_13,0.810392
1,F4_HG_1-R1_13,0.761197
1,F4_HG_2-R1_13,0.763596
1,F4_HG_3-R1_13,0.770232
1,F4_PC-R1_13,0.807991
1,F4_STOM-R1_13,0.857025
1,F5_GI_1-R1_13,0.799828
1,F5_GI_2-R1_13,0.821555
1,F5_GI_3-R1_13,0.81291
1,F5_GI_4-R1_13,0.794577
1,F5_HG_1-R1_13,0.757011
1,F5_HG_2-R1_13,0.752862
1,F5_HG_3-R1_13,0.770472
1,F5_PC-R1_13,0.766508
1,F5_STOM-R1_13,0.798927
1,F6_GI_1-R1_13,0.670002
1,F6_GI_3-R1_13,0.761079
1,F6_GI_4-R1_13,0.754399
1,F6_HG_1-R1_13,0.763055
1,F6_HG_2-R1_13,0.748276
1,F6_HG_3-R1_13,0.740952
1,F6_PC-R1_13,0.732221
1,F7_GI_2-R1_13,0.836981
1,F7_GI_3-R1_13,0.830733
1,F7_GI_4-R1_13,0.818713
1,F7_HG_1-R1_13,0.82308
1,F7_HG_2-R1_13,0.832385
1,F7_HG_3-R1_13,0.839867
1,F7_STOM-R1_13,0.848239
1,F8_GI_1-R1_13,0.820921
1,F8_GI_2-R1_13,0.812076
1,F8_GI_3-R1_13,0.810696
1,F8_GI_4-R1_13,0.812287
1,F8_HG_1-R1_13,0.807699
1,F8_HG_2-R1_13,0.797543
1,F8_HG_3-R1_13,0.81061
1,F8_STOM-R1_13,0.739337
1,MOCK1_1-R1_13,0.781347
1,MOCK1_3-R1_13,0.78326
1,MOCK2_1-R1_13,0.781564
1,MOCK2_2-R1_13,0.78453
1,MOCK_1-R1_13,0.784374
1,MOCK_2-R1_13,0.782764
1,MOCK_3-R1_13,0.78211
1,NTC3_2-R1_13,0.852065
1,BLANK2_1_A-R1_22,0.875677
1,F1_GI-R1_22,0.738786
1,F1_HG-R1_22,0.902191
1,F1_PC-R1_22,0.877737
1,F1_STOM-R1_22,0.787891
1,F2_GI-R1_22,0.722113
1,F2_HG-R1_22,0.890281
1,F2_PC-R1_22,0.900775
1,F3_GI-R1_22,0.78066
1,F3_HG-R1_22,0.890443
1,F3_PC-R1_22,0.779722
1,F3_STOM-R1_22,0.786252
1,F4_GI_1-R1_22,0.798677
1,F4_GI_2-R1_22,0.853068
1,F4_GI_3-R1_22,0.839457
1,F4_GI_4-R1_22,0.851771
1,F4_HG_1-R1_22,0.85197
1,F4_HG_2-R1_22,0.836638
1,F4_HG_3-R1_22,0.848377
1,F4_PC-R1_22,0.78781
1,F4_STOM-R1_22,0.755123
1,F5_GI_1-R1_22,0.806323
1,F5_GI_2-R1_22,0.820619
1,F5_GI_3-R1_22,0.88323
1,F5_GI_4-R1_22,0.808974
1,F5_HG_1-R1_22,0.854461
1,F5_HG_2-R1_22,0.857133
1,F5_HG_3-R1_22,0.865648
1,F5_PC-R1_22,0.858657
1,F5_STOM-R1_22,0.789337
1,F6_GI_1-R1_22,0.873329
1,F6_GI_3-R1_22,0.945413
1,F6_GI_4-R1_22,0.929514
1,F6_HG_1-R1_22,0.936471
1,F6_HG_2-R1_22,0.850351
1,F6_HG_3-R1_22,0.877749
1,F6_PC-R1_22,0.87536
1,F7_GI_2-R1_22,0.760161
1,F7_GI_3-R1_22,0.873322
1,F7_GI_4-R1_22,0.883055
1,F7_HG_1-R1_22,0.941102
1,F7_HG_2-R1_22,0.94787
1,F7_HG_3-R1_22,0.952093
1,F7_STOM-R1_22,0.789848
1,F8_GI_1-R1_22,0.814593
1,F8_GI_2-R1_22,0.839702
1,F8_GI_3-R1_22,0.868679
1,F8_GI_4-R1_22,0.881684
1,F8_HG_1-R1_22,0.886458
1,F8_HG_2-R1_22,0.880923
1,F8_HG_3-R1_22,0.887791
1,F8_STOM-R1_22,0.820227
1,MOCK1_1-R1_22,0.887609
1,MOCK1_3-R1_22,0.874401
1,MOCK2_1-R1_22,0.883075
1,MOCK2_2-R1_22,0.864324
1,MOCK_1-R1_22,0.866846
1,MOCK_2-R1_22,0.873401
1,MOCK_3-R1_22,0.878165
1,NTC3_2-R1_22,0.809507
1,R1_13-R1_22,0.881422
1,BLANK2_1_A-R1_23,0.779744
1,F1_GI-R1_23,0.787548
1,F1_HG-R1_23,0.83081
1,F1_PC-R1_23,0.83251
1,F1_STOM-R1_23,0.782108
1,F2_GI-R1_23,0.786045
1,F2_HG-R1_23,0.804559
1,F2_PC-R1_23,0.877361
1,F3_GI-R1_23,0.713952
1,F3_HG-R1_23,0.736228
1,F3_PC-R1_23,0.639693
1,F3_STOM-R1_23,0.757018
1,F4_GI_1-R1_23,0.782227
1,F4_GI_2-R1_23,0.778443
1,F4_GI_3-R1_23,0.775303
1,F4_GI_4-R1_23,0.769136
1,F4_HG_1-R1_23,0.739982
1,F4_HG_2-R1_23,0.718017
1,F4_HG_3-R1_23,0.711165
1,F4_PC-R1_23,0.791579
1,F4_STOM-R1_23,0.810592
1,F5_GI_1-R1_23,0.751767
1,F5_GI_2-R1_23,0.76562
1,F5_GI_3-R1_23,0.796335
1,F5_GI_4-R1_23,0.740193
1,F5_HG_1-R1_23,0.748019
1,F5_HG_2-R1_23,0.745774
1,F5_HG_3-R1_23,0.771809
1,F5_PC-R1_23,0.753487
1,F5_STOM-R1_23,0.756919
1,F6_GI_1-R1_23,0.689803
1,F6_GI_3-R1_23,0.801095
1,F6_GI_4-R1_23,0.803153
1,F6_HG_1-R1_23,0.803277
1,F6_HG_2-R1_23,0.704049
1,F6_HG_3-R1_23,0.751671
1,F6_PC-R1_23,0.74246
1,F7_GI_2-R1_23,0.786178
